name,cuisine,rating,no_of_reviews,price_range,user_id,description,place_id,about
Big Dog,Fast food  ,3.80,255,0,0,"Big Dog, recognized in BuenosAires, is known for its fast-food menu items and a cozy dining atmosphere.",134.00,"{""Service options"": {""Outdoor seating"": true, ""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}}"
Sbarro,Pizza  ,4.40,6926,2,0,"Sbarro, a famous pizza chain in BuenosAires, is known for its delicious pizzas and Italian cuisine.",135.00,"{""Service options"": {""Outdoor seating"": true, ""Kerbside pickup"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Happy-hour drinks"": true, ""Late-night food"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
Pizza Free,Pizza  ,,,0,0,"Pizza Free, though not providing a specific address, is celebrated for its pizza and fast-food offerings.",136.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Atmosphere"": {""Casual"": true}}"
Burger King - Sucursal Talcahuano,Fast food  ,4.00,3287,2,0,"Well-known fast-food chain serving grilled burgers, fries & shakes.",137.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Coffee"": true, ""Late-night food"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Tomasso,Pizza  ,4.40,1132,1,0,"Tomasso, a popular Italian restaurant in BuenosAires, offers a range of delightful Italian dishes and flavors.",138.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
SANGULAND,Meal delivery,4.30,86,0,0,"SANGULAND, though not providing a specific address, is known for its delightful culinary offerings.",139.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Gender-neutral toilets"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}"
Sotano cervecero,Restaurant,,,0,0,"Sotano Cervecero, recognized in BuenosAires, offers a variety of drinks and snacks in a cozy setting.",140.00,"{""Service options"": {""Dine-in"": true}}"
El As de Espadas,Pizza  ,4.20,101,2,0,"El As de Espadas, though not providing a specific address, is known for its delicious menu offerings.",141.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible seating"": false, ""Wheelchair-accessible toilet"": false}, ""Offerings"": {""Alcohol"": true, ""Quick bite"": true}, ""Dining options"": {""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Planning"": {""Accepts reservations"": false}}"
Restaurant Montaneses,Spanish  ,3.00,4800,2,1,"Spanish cooking with a focus on Cantabrian specialties offered in a roomy, laid-back atmosphere.",142.00,
Dickson Resto/Bar,Nigerian  ,4.00,10,1,1,"Dickson Resto/Bar is a recognized restaurant in BuenosAires, offering a variety of delightful dishes and a stylish ambiance.",143.00,
Chipper Seafood  , Caribbean  ,2.00,1348,2,1,"Chipper Seafood, though not providing a specific address, is known for its seafood menu items and delicious flavors.",144.00,
Emperarodo Meiji,Japanese  ,4.00,2654,2,1,"Emperarodo Meiji, recognized in BuenosAires, is known for its unique Japanese culinary offerings and an inviting setting.",145.00,
No Tan Santos Nuñez,Argentinian  ,3.00,2237,2,1,"No Tan Santos Nuñez, a popular dining spot in BuenosAires, offers delightful dishes and a pleasant ambiance.",146.00,
La Pescadorita,Seafood,5.00,6544,2,1,"La Pescadorita, recognized in BuenosAires, is known for its seafood dishes and a coastal dining atmosphere.",147.00,
Café San Bernardo,Bar,4.00,7058,2,1,"Café San Bernardo, though not providing a specific address, offers a cozy café setting and coffee specialties.",148.00,
Harakiri de Una,Japanese  ,5.00,949,2,1,"Harakiri de Una is a renowned restaurant in BuenosAires, offering a taste of Japanese cuisine and traditional flavors.",149.00,
Sur Restaurant,Argentinian  ,4.00,4414,2,1,"Sur Restaurant, located in BuenosAires, offers a blend of international and Argentinian dishes in a stylish ambiance.",150.00,
Otoshi Sushi & Poke,Japanese  ,5.00,30,1,1,"Otoshi Sushi & Poke, recognized in BuenosAires, offers a delightful selection of sushi, poke bowls, and Japanese flavors.",151.00,
Glück Cervecería - zona Olavarría,Bar,5.00,10911,2,1,"Glück Cervecería - zona Olavarría, though not providing a specific address, is known for its craft beers and cozy ambiance.",152.00,
Fa Song Song,Korean  ,5.00,1258,2,1,"Fa Song Song, celebrated in BuenosAires, offers delightful Asian cuisine and inviting dining surroundings.",153.00,
Kika Club,NightClub,5.00,1935,3,1,"Kika Club, recognized in BuenosAires, is known for its culinary delights and stylish ambiance.",154.00,
La Posada de 1820,Argentinian  ,,4206,2,1,"La Posada de 1820, located in BuenosAires, offers a taste of traditional Argentinian cuisine and flavors.",6.00,
Costa Tigre Maxikiosco,Cafe,4.00,30,1,1,"Costa Tigre Maxikiosco, though not providing a specific address, is known for its pleasant atmosphere and dining offerings.",156.00,
Tanta Argentina by Gastón Acurio,Peruvian  ,5.00,6752,2,1,"Tanta Argentina by Gastón Acurio is a renowned restaurant in BuenosAires, offering a mix of international and Peruvian dishes.",157.00,
Touchdown,Pizza  ,3.00,81,1,1,"Touchdown, located in BuenosAires, offers a delightful dining experience with a variety of dishes and a sports theme.",158.00,
Sushi Lives,Japanese  ,4.00,453,1,1,"Sushi Lives, though not providing a specific address, is known for its sushi and Japanese culinary offerings.",159.00,
Dragon Chinese Food,Chinese  ,3.00,0,2,1,"Dragon Chinese Food, a recognized restaurant in BuenosAires, offers an array of Chinese cuisine and authentic flavors.",160.00,
Intanto Bar,Chinese  ,18,1644,1,1,"Intanto Bar, though not providing a specific address, is known for its inviting ambiance and delightful offerings.",161.00,
Ribs al Río,American  ,2.00,365,1,1,"Ribs al Río, located in BuenosAires, offers a selection of ribs and barbecue dishes in a waterfront dining atmosphere.",162.00,
Dostana,Indian  ,5.00,141,1,1,"Dostana, recognized in BuenosAires, is known for its eclectic menu offerings and pleasant dining surroundings.",163.00,
Oh! Tea,Bubble Tea,5.00,31,1,1,"Oh! Tea, though not providing a specific address, is celebrated for its tea and beverage specialties.",164.00,
Harina Pizzas y Empanadas,Pizza  ,4.00,456,1,1,"Harina Pizzas y Empanadas, situated in BuenosAires, offers a mix of delicious pizzas and empanadas.",165.00,
Hoshi,Japanese  ,3.00,261,1,1,"Hoshi, a recognized restaurant in BuenosAires, is known for its Japanese cuisine and inviting ambiance.",166.00,
Delhi Mahal,Indian  ,3.00,2125,2,1,"Delhi Mahal, located in BuenosAires, offers a taste of Indian cuisine and flavorful dishes.",14.00,
Gran Dabbang,Indian  ,3.00,1849,4,1,"Gran Dabbang, celebrated in BuenosAires, is known for its unique and flavorful menu offerings.",168.00,
Suship Arenales,Japanese  ,5.00,1342,2,1,"Suship Arenales, recognized in BuenosAires, offers a delightful selection of sushi and Japanese culinary delights.",169.00,
Saigón Noodle Bar,Vietnamese,5.00,4400,2,1,"Saigón Noodle Bar, known",170.00,
Snailey Walker,Bar,4.00,468,3,1,Enjoy a variety of drinks and cocktails in a vibrant atmosphere.,171.00,
Rapanui,Ice cream,5.00,7700,2,1,An ice cream parlor offering a wide range of delicious ice cream flavors,172.00,
Nicolo,Ice cream,5.00,1100,1,1,An ice cream parlor offering a wide range of delicious ice cream flavors,173.00,
Bilbo Café,Cafe,5.00,4222,2,1,This café is known for its specialty coffees and pastries. It's a great spot for coffee enthusiasts.,174.00,
DeliWok,Chinese  ,3.00,115,1,1,A Chinese restaurant offering a selection of Chinese cuisine dishes,92.00,
Broccolino,Italian  ,4.00,6836,2,1, Enjoy classic Italian dishes and pasta in a warm and inviting atmosphere.,176.00,
Trattoria Olivetti,Italian  ,3.00,4639,3,1,"This trattoria offers traditional Italian cuisine, making you feel like you're dining in Italy.",177.00,
La Conga,Peruvian  ,4.00,,1,1,"known for its delicious Peruvian cuisine. Don't miss their ceviche, a Peruvian specialty.",,
KBBQ Parrilla Coreana Hollywood,Korean  ,4.00,,3,1,"Experience the vibrant flavors of Korean cuisine at KBBQ Parrilla Coreana Hollywood, located at [Insert Address]. This restaurant offers a delightful Korean barbecue experience, allowing you to grill your own meats at your table. Enjoy the unique and interactive dining experience with a variety of marinated meats, banchan (side dishes), and more.",,
